date,new_cases,new_deaths,new_cases_7day_avg,new_deaths_7day_avg
2021-10-09,403688.0,6608.0,420428.4285714286,6823.142857142857
2021-10-10,661970.0,10673.0,422470.28571428574,6908.857142857143
2021-10-11,322331.0,5163.0,420445.14285714284,6835.714285714285
2021-10-12,312050.0,5315.0,418818.71428571426,6878.285714285715
2021-10-13,375510.0,5662.0,416726.0,6846.142857142857
2021-10-14,392463.0,6587.0,413186.0,6740.142857142857
2021-10-15,391731.0,6517.0,408534.71428571426,6646.428571428572
2021-10-16,400030.0,6220.0,408012.14285714284,6591.0
2021-10-17,689547.0,10625.0,411951.71428571426,6584.142857142857
2021-10-18,314362.0,5244.0,410813.28571428574,6595.714285714285
2021-10-19,308816.0,4734.0,410351.28571428574,6512.714285714285
2021-10-20,383327.0,6695.0,411468.0,6660.285714285715
2021-10-21,401447.0,6557.0,412751.4285714286,6656.0
2021-10-22,401534.0,6643.0,414151.85714285716,6674.0
2021-10-23,394047.0,6363.0,413297.14285714284,6694.428571428572
2021-10-24,802990.0,13117.0,429503.28571428574,7050.428571428572
2021-10-25,296224.0,5209.0,426912.14285714284,7045.428571428572
2021-10-26,280037.0,4702.0,422800.85714285716,7040.857142857143
2021-10-27,393707.0,6070.0,424283.71428571426,6951.571428571428
2021-10-28,421549.0,7659.0,427155.4285714286,7109.0
2021-10-29,408475.0,7031.0,428147.0,7164.428571428572
2021-10-30,430372.0,6511.0,433336.28571428574,7185.571428571428
2021-10-31,897486.0,13706.0,446835.71428571426,7269.714285714285
2021-11-01,294865.0,4788.0,446641.5714285714,7209.571428571428
2021-11-02,286330.0,4601.0,447540.5714285714,7195.142857142857
2021-11-03,412090.0,5970.0,450166.71428571426,7180.857142857143
2021-11-04,393709.0,6523.0,446189.5714285714,7018.571428571428
2021-11-05,405816.0,6133.0,445809.71428571426,6890.285714285715
2021-11-06,402001.0,6197.0,441756.71428571426,6845.428571428572
2021-11-07,985493.0,15005.0,454329.14285714284,7031.0
2021-11-08,305923.0,4889.0,455908.85714285716,7045.428571428572
2021-11-09,304791.0,4581.0,458546.14285714284,7042.571428571428
2021-11-10,450474.0,6103.0,464029.5714285714,7061.571428571428
2021-11-11,426571.0,6513.0,468724.14285714284,7060.142857142857
2021-11-12,425328.0,6282.0,471511.5714285714,7081.428571428572
2021-11-13,387354.0,5971.0,469419.14285714284,7049.142857142857
2021-11-14,1177553.0,16188.0,496856.28571428574,7218.142857142857
2021-11-15,351497.0,5429.0,503366.85714285716,7295.285714285715
2021-11-16,314076.0,4544.0,504693.28571428574,7290.0
2021-11-17,485826.0,6258.0,509743.5714285714,7312.142857142857
2021-11-18,449623.0,6715.0,513036.71428571426,7341.0
2021-11-19,456090.0,6971.0,517431.28571428574,7439.428571428572
2021-11-20,467913.0,8694.0,528939.7142857143,7828.428571428572
2021-11-21,1338363.0,16093.0,551912.5714285715,7814.857142857143
2021-11-22,342128.0,4939.0,550574.1428571428,7744.857142857143
2021-11-23,359595.0,4818.0,557076.8571428572,7784.0
2021-11-24,537630.0,6330.0,564477.4285714285,7794.285714285715
2021-11-25,473340.0,6842.0,567865.5714285715,7812.428571428572
2021-11-26,488810.0,6600.0,572539.8571428572,7759.428571428572
2021-11-27,422628.0,5346.0,566070.5714285715,7281.142857142857
2021-11-28,1423225.0,15308.0,578193.7142857143,7169.0
2021-11-29,350544.0,4818.0,579396.0,7151.714285714285
2021-11-30,354271.0,4789.0,578635.4285714285,7147.571428571428
2021-12-01,466025.0,6663.0,568406.1428571428,7195.142857142857
2021-12-02,502523.0,6848.0,572575.1428571428,7196.0
2021-12-03,514158.0,6963.0,576196.2857142857,7247.857142857143
2021-12-04,504658.0,6239.0,587914.8571428572,7375.428571428572
2021-12-05,1581207.0,17572.0,610483.7142857143,7698.857142857143
2021-12-06,360852.0,4989.0,611956.2857142857,7723.285714285715
2021-12-07,355868.0,4785.0,612184.4285714285,7722.714285714285
2021-12-08,556418.0,6035.0,625097.7142857143,7633.0
2021-12-09,507356.0,6759.0,625788.1428571428,7620.285714285715
2021-12-10,501861.0,6581.0,624031.4285714285,7565.714285714285
2021-12-11,494633.0,5825.0,622599.2857142857,7506.571428571428
2021-12-12,1537022.0,14811.0,616287.1428571428,7112.142857142857
2021-12-13,376295.0,4609.0,618493.2857142857,7057.857142857143
2021-12-14,373011.0,4740.0,620942.2857142857,7051.428571428572
2021-12-15,583810.0,5965.0,624855.4285714285,7041.428571428572
2021-12-16,562624.0,6572.0,632750.8571428572,7014.714285714285
2021-12-17,575877.0,6769.0,643324.5714285715,7041.571428571428
2021-12-18,572090.0,5435.0,654389.8571428572,6985.857142857143
2021-12-19,1659127.0,13262.0,671833.4285714285,6764.571428571428
2021-12-20,422346.0,4269.0,678412.1428571428,6716.0
2021-12-21,455925.0,4794.0,690257.0,6723.714285714285
2021-12-22,721815.0,6189.0,709972.0,6755.714285714285
2021-12-23,704473.0,6812.0,730236.1428571428,6790.0
2021-12-24,757634.0,6359.0,756201.4285714285,6731.428571428572
2021-12-25,776354.0,7203.0,785382.0,6984.0
2021-12-26,2251928.0,10950.0,870067.8571428572,6653.714285714285
2021-12-27,475537.0,3850.0,877666.5714285715,6593.857142857143
2021-12-28,684546.0,4190.0,910326.7142857143,6507.571428571428
2021-12-29,1165129.0,6282.0,973657.2857142857,6520.857142857143
2021-12-30,1157299.0,6932.0,1038346.7142857143,6538.0
2021-12-31,1349829.0,5965.0,1122946.0,6481.714285714285
2022-01-01,1431293.0,5347.0,1216508.7142857143,6216.571428571428
2022-01-02,4205074.0,10125.0,1495529.5714285714,6098.714285714285
2022-01-03,910286.0,3741.0,1557636.5714285714,6083.142857142857
2022-01-04,1183784.0,4001.0,1628956.2857142857,6056.142857142857
2022-01-05,2008468.0,6270.0,1749433.2857142857,6054.428571428572
2022-01-06,2045993.0,7209.0,1876389.5714285714,6094.0
2022-01-07,2018451.0,6169.0,1971907.0,6123.142857142857
2022-01-08,1990432.0,6285.0,2051784.0,6257.142857142857
2022-01-09,6440067.0,11967.0,2371068.714285714,6520.285714285715
2022-01-10,1640220.0,4513.0,2475345.0,6630.571428571428
2022-01-11,1649090.0,5223.0,2541817.285714286,6805.142857142857
2022-01-12,2788293.0,6835.0,2653220.8571428573,6885.857142857143
2022-01-13,2394846.0,8476.0,2703057.0,7066.857142857143
2022-01-14,2496959.0,7122.0,2771415.285714286,7203.0
2022-01-15,2495099.0,6802.0,2843510.5714285714,7276.857142857143
2022-01-16,7197233.0,13372.0,2951677.1428571427,7477.571428571428
2022-01-17,1923026.0,6256.0,2992078.0,7726.571428571428
2022-01-18,1817713.0,5533.0,3016167.0,7770.857142857143
2022-01-19,2861042.0,6658.0,3026559.714285714,7745.571428571428
2022-01-20,2861811.0,8132.0,3093269.0,7696.428571428572
2022-01-21,2917335.0,9073.0,3153322.714285714,7975.142857142857
2022-01-22,2814097.0,8240.0,3198893.8571428573,8180.571428571428
2022-01-23,8346580.0,15843.0,3363086.285714286,8533.57142857143
2022-01-24,2087041.0,6143.0,3386517.0,8517.42857142857
2022-01-25,2060165.0,6650.0,3421153.0,8677.0
2022-01-26,3012699.0,8692.0,3442818.285714286,8967.57142857143
2022-01-27,2614148.0,9616.0,3407437.8571428573,9179.57142857143
2022-01-28,2657960.0,9831.0,3370384.285714286,9287.857142857143
2022-01-29,2590553.0,9335.0,3338449.4285714286,9444.285714285714
2022-01-30,8401961.0,17569.0,3346361.0,9690.857142857143
2022-01-31,1927371.0,7878.0,3323551.0,9938.714285714286
2022-02-01,1746833.0,7036.0,3278789.285714286,9993.857142857143
2022-02-02,2454184.0,10187.0,3199001.4285714286,10207.42857142857
2022-02-03,2292828.0,11660.0,3153098.5714285714,10499.42857142857
2022-02-04,2183458.0,10617.0,3085312.5714285714,10611.714285714286
2022-02-05,2245322.0,10049.0,3035993.8571428573,10713.714285714286
2022-02-06,7078279.0,18447.0,2846896.4285714286,10839.142857142857
2022-02-07,1596559.0,8203.0,2799637.5714285714,10885.57142857143
2022-02-08,1488329.0,7565.0,2762708.4285714286,10961.142857142857
2022-02-09,1954483.0,10474.0,2691322.5714285714,11002.142857142857
2022-02-10,1918808.0,11708.0,2637891.1428571427,11009.0
2022-02-11,1813715.0,10509.0,2585070.714285714,10993.57142857143
2022-02-12,1672963.0,9575.0,2503305.1428571427,10925.857142857143
2022-02-13,5467057.0,18421.0,2273130.5714285714,10922.142857142857
2022-02-14,1281711.0,7026.0,2228152.285714286,10754.0
2022-02-15,1253784.0,6678.0,2194645.8571428573,10627.285714285714
2022-02-16,1552756.0,9417.0,2137256.285714286,10476.285714285714
2022-02-17,1547426.0,10164.0,2084201.7142857143,10255.714285714286
2022-02-18,1516529.0,10152.0,2041746.5714285714,10204.714285714286
2022-02-19,1432321.0,9069.0,2007369.142857143,10132.42857142857
2022-02-20,4287357.0,17109.0,1838840.5714285714,9945.0
2022-02-21,1095707.0,6294.0,1812268.5714285714,9840.42857142857
2022-02-22,1174016.0,6288.0,1800873.142857143,9784.714285714286
2022-02-23,1332982.0,6981.0,1769476.857142857,9436.714285714286
2022-02-24,1376730.0,9579.0,1745091.7142857143,9353.142857142857
2022-02-25,1343077.0,8689.0,1720312.857142857,9144.142857142857
2022-02-26,1253463.0,8462.0,1694761.7142857143,9057.42857142857
2022-02-27,3473895.0,13186.0,1578552.857142857,8497.0
2022-02-28,1097209.0,6715.0,1578767.4285714286,8557.142857142857
2022-03-01,1072779.0,5429.0,1564305.0,8434.42857142857
2022-03-02,1246206.0,7326.0,1551908.4285714286,8483.714285714286
2022-03-03,1321498.0,6756.0,1544018.142857143,8080.428571428572
2022-03-04,1246557.0,7857.0,1530229.5714285714,7961.571428571428
2022-03-05,1234696.0,6318.0,1527548.5714285714,7655.285714285715
2022-03-06,3681307.0,11520.0,1557178.857142857,7417.285714285715
2022-03-07,963738.0,4785.0,1538111.5714285714,7141.571428571428
2022-03-08,1190479.0,4669.0,1554925.857142857,7033.0
2022-03-09,1356670.0,5850.0,1570706.4285714286,6822.142857142857
2022-03-10,1282174.0,6145.0,1565088.7142857143,6734.857142857143
2022-03-11,1327295.0,6589.0,1576622.7142857143,6553.714285714285
2022-03-12,1539411.0,5652.0,1620153.4285714286,6458.571428571428
2022-03-13,4145717.0,10088.0,1686497.7142857143,6254.0
2022-03-14,1156659.0,4223.0,1714057.857142857,6173.714285714285
2022-03-15,1149740.0,3639.0,1708238.0,6026.571428571428
2022-03-16,1616572.0,3902.0,1745366.857142857,5748.285714285715
2022-03-17,1481256.0,5335.0,1773807.142857143,5632.571428571428
2022-03-18,1288018.0,5268.0,1768196.142857143,5443.857142857143
2022-03-19,1432562.0,4910.0,1752932.0,5337.857142857143
