location,date,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred
India,2023-06-20,72.5,67.17,155.71
India,2023-06-21,72.5,67.17,155.71
India,2023-06-22,72.5,67.17,155.71
India,2023-06-23,72.5,67.17,155.71
India,2023-06-24,72.5,67.17,155.71
India,2023-06-25,72.5,67.17,155.71
India,2023-06-26,72.5,67.17,155.71
India,2023-06-27,72.5,67.17,155.71
India,2023-06-28,72.5,67.17,155.71
India,2023-06-29,72.5,67.17,155.71
India,2023-06-30,72.5,67.17,155.71
India,2023-07-01,72.5,67.17,155.71
India,2023-07-02,72.5,67.17,155.71
India,2023-07-03,72.5,67.17,155.71
India,2023-07-04,72.5,67.17,155.71
India,2023-07-05,72.5,67.17,155.71
India,2023-07-06,72.5,67.17,155.71
India,2023-07-07,72.5,67.17,155.71
India,2023-07-08,72.5,67.17,155.71
India,2023-07-09,72.5,67.17,155.71
India,2023-07-10,72.5,67.17,155.71
India,2023-07-11,72.5,67.17,155.71
India,2023-07-12,72.5,67.17,155.71
India,2023-07-13,72.5,67.17,155.71
India,2023-07-14,72.5,67.17,155.71
India,2023-07-15,72.5,67.17,155.71
India,2023-07-16,72.5,67.17,155.71
India,2023-07-17,72.5,67.17,155.71
India,2023-07-18,72.5,67.17,155.71
India,2023-07-19,72.5,67.17,155.71
India,2023-07-20,72.5,67.17,155.71
India,2023-07-21,72.5,67.17,155.71
India,2023-07-22,72.5,67.17,155.71
India,2023-07-23,72.5,67.17,155.71
India,2023-07-24,72.5,67.17,155.71
India,2023-07-25,72.5,67.17,155.71
India,2023-07-26,72.5,67.17,155.71
India,2023-07-27,72.5,67.17,155.71
India,2023-07-28,72.5,67.17,155.71
India,2023-07-29,72.5,67.17,155.71
India,2023-07-30,72.5,67.17,155.71
India,2023-07-31,72.5,67.17,155.71
India,2023-08-01,72.5,67.17,155.71
India,2023-08-02,72.5,67.17,155.71
India,2023-08-03,72.5,67.17,155.71
India,2023-08-04,72.5,67.17,155.71
India,2023-08-05,72.5,67.17,155.71
India,2023-08-06,72.5,67.17,155.71
India,2023-08-07,72.5,67.17,155.71
India,2023-08-08,72.5,67.17,155.71
India,2023-08-09,,,
India,2023-08-10,72.5,67.17,155.71
India,2023-08-11,72.5,67.17,155.71
India,2023-08-12,72.5,67.17,155.71
India,2023-08-13,72.5,67.17,155.71
India,2023-08-14,72.5,67.17,155.71
India,2023-08-15,72.5,67.17,155.71
India,2023-08-16,72.5,67.17,155.71
India,2023-08-17,72.5,67.17,155.71
India,2023-08-18,72.5,67.17,155.71
India,2023-08-19,72.5,67.17,155.71
India,2023-08-20,72.5,67.17,155.71
India,2023-08-21,72.5,67.17,155.71
India,2023-08-22,72.5,67.17,155.71
India,2023-08-23,72.5,67.17,155.71
India,2023-08-24,72.5,67.17,155.71
India,2023-08-25,72.5,67.17,155.71
India,2023-08-26,72.5,67.17,155.71
India,2023-08-27,72.5,67.17,155.71
India,2023-08-28,72.5,67.17,155.71
India,2023-08-29,72.5,67.17,155.71
India,2023-08-30,72.5,67.17,155.71
India,2023-08-31,72.5,67.17,155.71
India,2023-09-01,72.5,67.17,155.71
India,2023-09-02,72.5,67.17,155.71
India,2023-09-03,72.5,67.17,155.71
India,2023-09-04,72.5,67.17,155.71
India,2023-09-05,72.5,67.17,155.71
India,2023-09-06,72.5,67.17,155.71
India,2023-09-07,72.5,67.17,155.71
India,2023-09-08,72.5,67.17,155.71
India,2023-09-09,72.5,67.17,155.71
India,2023-09-10,72.5,67.17,155.71
India,2023-09-11,72.5,67.17,155.71
India,2023-09-12,72.5,67.17,155.71
India,2023-09-13,72.5,67.17,155.71
India,2023-09-14,72.5,67.17,155.71
India,2023-09-15,72.5,67.17,155.71
India,2023-09-16,72.5,67.17,155.71
India,2023-09-17,72.5,67.17,155.71
India,2023-09-18,72.5,67.17,155.71
India,2023-09-19,72.5,67.17,155.71
India,2023-09-20,72.5,67.17,155.71
India,2023-09-21,72.5,67.17,155.71
India,2023-09-22,72.5,67.17,155.71
India,2023-09-23,72.5,67.17,155.71
India,2023-09-24,72.5,67.17,155.71
India,2023-09-25,72.5,67.17,155.71
India,2023-09-26,72.5,67.17,155.71
India,2023-09-27,72.5,67.17,155.71
India,2023-09-28,72.5,67.17,155.71
India,2023-09-29,72.5,67.17,155.71
India,2023-09-30,72.5,67.17,155.71
India,2023-10-01,72.5,67.17,155.71
India,2023-10-02,,,
India,2023-10-03,72.5,67.17,155.71
India,2023-10-04,72.5,67.17,155.71
India,2023-10-05,72.5,67.17,155.71
India,2023-10-06,72.5,67.17,155.71
India,2023-10-07,72.5,67.17,155.71
India,2023-10-08,72.5,67.17,155.71
India,2023-10-09,72.5,67.17,155.71
India,2023-10-10,72.5,67.17,155.71
India,2023-10-11,72.5,67.17,155.71
India,2023-10-12,72.5,67.17,155.71
India,2023-10-13,72.5,67.17,155.71
India,2023-10-14,72.5,67.17,155.71
India,2023-10-15,72.5,67.17,155.71
India,2023-10-16,72.5,67.17,155.71
India,2023-10-17,72.5,67.17,155.71
India,2023-10-18,72.5,67.17,155.71
India,2023-10-19,72.5,67.17,155.71
India,2023-10-20,72.5,67.17,155.71
India,2023-10-21,72.5,67.17,155.71
India,2023-10-22,72.5,67.17,155.71
India,2023-10-23,72.5,67.17,155.71
United Kingdom,2020-01-03,,,
United Kingdom,2020-01-04,,,
United Kingdom,2020-01-05,,,
United Kingdom,2020-01-06,,,
United Kingdom,2020-01-07,,,
United Kingdom,2020-01-08,,,
United Kingdom,2020-01-09,,,
United Kingdom,2020-01-10,,,
United Kingdom,2020-01-11,,,
United Kingdom,2020-01-12,,,
United Kingdom,2020-01-13,,,
United Kingdom,2020-01-14,,,
United Kingdom,2020-01-15,,,
United Kingdom,2020-01-16,,,
United Kingdom,2020-01-17,,,
United Kingdom,2020-01-18,,,
United Kingdom,2020-01-19,,,
United Kingdom,2020-01-20,,,
United Kingdom,2020-01-21,,,
United Kingdom,2020-01-22,,,
United Kingdom,2020-01-23,,,
United Kingdom,2020-01-24,,,
United Kingdom,2020-01-25,,,
United Kingdom,2020-01-26,,,
United Kingdom,2020-01-27,,,
United Kingdom,2020-01-28,,,
United Kingdom,2020-01-29,,,
United Kingdom,2020-01-30,,,
United Kingdom,2020-01-31,,,
United Kingdom,2020-02-01,,,
United Kingdom,2020-02-02,,,
United Kingdom,2020-02-03,,,
United Kingdom,2020-02-04,,,
United Kingdom,2020-02-05,,,
United Kingdom,2020-02-06,,,
United Kingdom,2020-02-07,,,
United Kingdom,2020-02-08,,,
United Kingdom,2020-02-09,,,
United Kingdom,2020-02-10,,,
United Kingdom,2020-02-11,,,
United Kingdom,2020-02-12,,,
United Kingdom,2020-02-13,,,
United Kingdom,2020-02-14,,,
United Kingdom,2020-02-15,,,
United Kingdom,2020-02-16,,,
United Kingdom,2020-02-17,,,
United Kingdom,2020-02-18,,,
United Kingdom,2020-02-19,,,
United Kingdom,2020-02-20,,,
United Kingdom,2020-02-21,,,
United Kingdom,2020-02-22,,,
United Kingdom,2020-02-23,,,
United Kingdom,2020-02-24,,,
United Kingdom,2020-02-25,,,
United Kingdom,2020-02-26,,,
United Kingdom,2020-02-27,,,
United Kingdom,2020-02-28,,,
United Kingdom,2020-02-29,,,
United Kingdom,2020-03-01,,,
United Kingdom,2020-03-02,,,
United Kingdom,2020-03-03,,,
United Kingdom,2020-03-04,,,
United Kingdom,2020-03-05,,,
United Kingdom,2020-03-06,,,
United Kingdom,2020-03-07,,,
United Kingdom,2020-03-08,,,
United Kingdom,2020-03-09,,,
United Kingdom,2020-03-10,,,
United Kingdom,2020-03-11,,,
United Kingdom,2020-03-12,,,
United Kingdom,2020-03-13,,,
United Kingdom,2020-03-14,,,
United Kingdom,2020-03-15,,,
United Kingdom,2020-03-16,,,
United Kingdom,2020-03-17,,,
United Kingdom,2020-03-18,,,
United Kingdom,2020-03-19,,,
United Kingdom,2020-03-20,,,
United Kingdom,2020-03-21,,,
United Kingdom,2020-03-22,,,
United Kingdom,2020-03-23,,,
United Kingdom,2020-03-24,,,
United Kingdom,2020-03-25,,,
United Kingdom,2020-03-26,,,
United Kingdom,2020-03-27,,,
United Kingdom,2020-03-28,,,
United Kingdom,2020-03-29,,,
United Kingdom,2020-03-30,,,
United Kingdom,2020-03-31,,,
United Kingdom,2020-04-01,,,
United Kingdom,2020-04-02,,,
United Kingdom,2020-04-03,,,
United Kingdom,2020-04-04,,,
United Kingdom,2020-04-05,,,
United Kingdom,2020-04-06,,,
United Kingdom,2020-04-07,,,
United Kingdom,2020-04-08,,,
United Kingdom,2020-04-09,,,
United Kingdom,2020-04-10,,,
United Kingdom,2020-04-11,,,
United Kingdom,2020-04-12,,,
United Kingdom,2020-04-13,,,
United Kingdom,2020-04-14,,,
United Kingdom,2020-04-15,,,
United Kingdom,2020-04-16,,,
United Kingdom,2020-04-17,,,
United Kingdom,2020-04-18,,,
United Kingdom,2020-04-19,,,
United Kingdom,2020-04-20,,,
United Kingdom,2020-04-21,,,
United Kingdom,2020-04-22,,,
United Kingdom,2020-04-23,,,
United Kingdom,2020-04-24,,,
United Kingdom,2020-04-25,,,
United Kingdom,2020-04-26,,,
United Kingdom,2020-04-27,,,
United Kingdom,2020-04-28,,,
United Kingdom,2020-04-29,,,
United Kingdom,2020-04-30,,,
United Kingdom,2020-05-01,,,
United Kingdom,2020-05-02,,,
United Kingdom,2020-05-03,,,
United Kingdom,2020-05-04,,,
United Kingdom,2020-05-05,,,
United Kingdom,2020-05-06,,,
United Kingdom,2020-05-07,,,
United Kingdom,2020-05-08,,,
United Kingdom,2020-05-09,,,
United Kingdom,2020-05-10,,,
United Kingdom,2020-05-11,,,
United Kingdom,2020-05-12,,,
United Kingdom,2020-05-13,,,
United Kingdom,2020-05-14,,,
United Kingdom,2020-05-15,,,
United Kingdom,2020-05-16,,,
United Kingdom,2020-05-17,,,
United Kingdom,2020-05-18,,,
United Kingdom,2020-05-19,,,
United Kingdom,2020-05-20,,,
United Kingdom,2020-05-21,,,
United Kingdom,2020-05-22,,,
United Kingdom,2020-05-23,,,
United Kingdom,2020-05-24,,,
United Kingdom,2020-05-25,,,
United Kingdom,2020-05-26,,,
United Kingdom,2020-05-27,,,
United Kingdom,2020-05-28,,,
United Kingdom,2020-05-29,,,
United Kingdom,2020-05-30,,,
United Kingdom,2020-05-31,,,
United Kingdom,2020-06-01,,,
United Kingdom,2020-06-02,,,
United Kingdom,2020-06-03,,,
United Kingdom,2020-06-04,,,
United Kingdom,2020-06-05,,,
United Kingdom,2020-06-06,,,
United Kingdom,2020-06-07,,,
United Kingdom,2020-06-08,,,
United Kingdom,2020-06-09,,,
United Kingdom,2020-06-10,,,
United Kingdom,2020-06-11,,,
United Kingdom,2020-06-12,,,
United Kingdom,2020-06-13,,,
United Kingdom,2020-06-14,,,
United Kingdom,2020-06-15,,,
United Kingdom,2020-06-16,,,
United Kingdom,2020-06-17,,,
United Kingdom,2020-06-18,,,
United Kingdom,2020-06-19,,,
United Kingdom,2020-06-20,,,
United Kingdom,2020-06-21,,,
United Kingdom,2020-06-22,,,
United Kingdom,2020-06-23,,,
United Kingdom,2020-06-24,,,
United Kingdom,2020-06-25,,,
United Kingdom,2020-06-26,,,
United Kingdom,2020-06-27,,,
United Kingdom,2020-06-28,,,
United Kingdom,2020-06-29,,,
United Kingdom,2020-06-30,,,
United Kingdom,2020-07-01,,,
United Kingdom,2020-07-02,,,
United Kingdom,2020-07-03,,,
United Kingdom,2020-07-04,,,
United Kingdom,2020-07-05,,,
United Kingdom,2020-07-06,,,
United Kingdom,2020-07-07,,,
United Kingdom,2020-07-08,,,
United Kingdom,2020-07-09,,,
United Kingdom,2020-07-10,,,
United Kingdom,2020-07-11,,,
United Kingdom,2020-07-12,,,
United Kingdom,2020-07-13,,,
United Kingdom,2020-07-14,,,
United Kingdom,2020-07-15,,,
United Kingdom,2020-07-16,,,
United Kingdom,2020-07-17,,,
United Kingdom,2020-07-18,,,
United Kingdom,2020-07-19,,,
United Kingdom,2020-07-20,,,
United Kingdom,2020-07-21,,,
United Kingdom,2020-07-22,,,
United Kingdom,2020-07-23,,,
United Kingdom,2020-07-24,,,
United Kingdom,2020-07-25,,,
United Kingdom,2020-07-26,,,
United Kingdom,2020-07-27,,,
United Kingdom,2020-07-28,,,
United Kingdom,2020-07-29,,,
United Kingdom,2020-07-30,,,
United Kingdom,2020-07-31,,,
United Kingdom,2020-08-01,,,
United Kingdom,2020-08-02,,,
United Kingdom,2020-08-03,,,
United Kingdom,2020-08-04,,,
United Kingdom,2020-08-05,,,
United Kingdom,2020-08-06,,,
United Kingdom,2020-08-07,,,
United Kingdom,2020-08-08,,,
United Kingdom,2020-08-09,,,
United Kingdom,2020-08-10,,,
United Kingdom,2020-08-11,,,
United Kingdom,2020-08-12,,,
United Kingdom,2020-08-13,,,
United Kingdom,2020-08-14,,,
United Kingdom,2020-08-15,,,
United Kingdom,2020-08-16,,,
United Kingdom,2020-08-17,,,
United Kingdom,2020-08-18,,,
United Kingdom,2020-08-19,,,
United Kingdom,2020-08-20,,,
United Kingdom,2020-08-21,,,
United Kingdom,2020-08-22,,,
United Kingdom,2020-08-23,,,
United Kingdom,2020-08-24,,,
United Kingdom,2020-08-25,,,
United Kingdom,2020-08-26,,,
United Kingdom,2020-08-27,,,
United Kingdom,2020-08-28,,,
United Kingdom,2020-08-29,,,
United Kingdom,2020-08-30,,,
United Kingdom,2020-08-31,,,
United Kingdom,2020-09-01,,,
United Kingdom,2020-09-02,,,
United Kingdom,2020-09-03,,,
United Kingdom,2020-09-04,,,
United Kingdom,2020-09-05,,,
United Kingdom,2020-09-06,,,
United Kingdom,2020-09-07,,,
United Kingdom,2020-09-08,,,
United Kingdom,2020-09-09,,,
United Kingdom,2020-09-10,,,
United Kingdom,2020-09-11,,,
United Kingdom,2020-09-12,,,
United Kingdom,2020-09-13,,,
United Kingdom,2020-09-14,,,
United Kingdom,2020-09-15,,,
United Kingdom,2020-09-16,,,
United Kingdom,2020-09-17,,,
United Kingdom,2020-09-18,,,
United Kingdom,2020-09-19,,,
United Kingdom,2020-09-20,,,
United Kingdom,2020-09-21,,,
United Kingdom,2020-09-22,,,
United Kingdom,2020-09-23,,,
United Kingdom,2020-09-24,,,
United Kingdom,2020-09-25,,,
United Kingdom,2020-09-26,,,
United Kingdom,2020-09-27,,,
United Kingdom,2020-09-28,,,
United Kingdom,2020-09-29,,,
United Kingdom,2020-09-30,,,
United Kingdom,2020-10-01,,,
United Kingdom,2020-10-02,,,
United Kingdom,2020-10-03,,,
United Kingdom,2020-10-04,,,
United Kingdom,2020-10-05,,,
United Kingdom,2020-10-06,,,
United Kingdom,2020-10-07,,,
United Kingdom,2020-10-08,,,
United Kingdom,2020-10-09,,,
United Kingdom,2020-10-10,,,
United Kingdom,2020-10-11,,,
United Kingdom,2020-10-12,,,
United Kingdom,2020-10-13,,,
United Kingdom,2020-10-14,,,
United Kingdom,2020-10-15,,,
United Kingdom,2020-10-16,,,
United Kingdom,2020-10-17,,,
United Kingdom,2020-10-18,,,
United Kingdom,2020-10-19,,,
United Kingdom,2020-10-20,,,
United Kingdom,2020-10-21,,,
United Kingdom,2020-10-22,,,
United Kingdom,2020-10-23,,,
United Kingdom,2020-10-24,,,
United Kingdom,2020-10-25,,,
United Kingdom,2020-10-26,,,
United Kingdom,2020-10-27,,,
United Kingdom,2020-10-28,,,
United Kingdom,2020-10-29,,,
United Kingdom,2020-10-30,,,
United Kingdom,2020-10-31,,,
United Kingdom,2020-11-01,,,
United Kingdom,2020-11-02,,,
United Kingdom,2020-11-03,,,
United Kingdom,2020-11-04,,,
United Kingdom,2020-11-05,,,
United Kingdom,2020-11-06,,,
United Kingdom,2020-11-07,,,
United Kingdom,2020-11-08,,,
United Kingdom,2020-11-09,,,
United Kingdom,2020-11-10,,,
United Kingdom,2020-11-11,,,
United Kingdom,2020-11-12,,,
United Kingdom,2020-11-13,,,
United Kingdom,2020-11-14,,,
United Kingdom,2020-11-15,,,
United Kingdom,2020-11-16,,,
United Kingdom,2020-11-17,,,
United Kingdom,2020-11-18,,,
United Kingdom,2020-11-19,,,
United Kingdom,2020-11-20,,,
United Kingdom,2020-11-21,,,
United Kingdom,2020-11-22,,,
United Kingdom,2020-11-23,,,
United Kingdom,2020-11-24,,,
United Kingdom,2020-11-25,,,
United Kingdom,2020-11-26,,,
United Kingdom,2020-11-27,,,
United Kingdom,2020-11-28,,,
United Kingdom,2020-11-29,,,
United Kingdom,2020-11-30,,,
United Kingdom,2020-12-01,,,
United Kingdom,2020-12-02,,,
United Kingdom,2020-12-03,,,
United Kingdom,2020-12-04,,,
United Kingdom,2020-12-05,,,
United Kingdom,2020-12-06,,,
United Kingdom,2020-12-07,,,
United Kingdom,2020-12-08,,,
United Kingdom,2020-12-09,,,
United Kingdom,2020-12-10,,,
United Kingdom,2020-12-11,,,
United Kingdom,2020-12-12,,,
United Kingdom,2020-12-13,,,
United Kingdom,2020-12-14,,,
United Kingdom,2020-12-15,,,
United Kingdom,2020-12-16,,,
United Kingdom,2020-12-17,,,
United Kingdom,2020-12-18,,,
United Kingdom,2020-12-19,,,
United Kingdom,2020-12-20,,,
United Kingdom,2020-12-21,,,
United Kingdom,2020-12-22,,,
United Kingdom,2020-12-23,,,
United Kingdom,2020-12-24,,,
United Kingdom,2020-12-25,,,
United Kingdom,2020-12-26,,,
United Kingdom,2020-12-27,,,
United Kingdom,2020-12-28,,,
United Kingdom,2020-12-29,,,
United Kingdom,2020-12-30,,,
United Kingdom,2020-12-31,,,
United Kingdom,2021-01-01,,,
United Kingdom,2021-01-02,,,
United Kingdom,2021-01-03,,,
United Kingdom,2021-01-04,,,
United Kingdom,2021-01-05,,,
United Kingdom,2021-01-06,,,
United Kingdom,2021-01-07,,,
United Kingdom,2021-01-08,,,
United Kingdom,2021-01-09,,,
United Kingdom,2021-01-10,3.39,0.58,3.97
United Kingdom,2021-01-11,3.6,0.61,4.21
United Kingdom,2021-01-12,3.91,0.63,4.54
United Kingdom,2021-01-13,4.32,0.65,4.97
United Kingdom,2021-01-14,4.79,0.66,5.45
United Kingdom,2021-01-15,5.3,0.66,5.96
United Kingdom,2021-01-16,5.74,0.67,6.4
United Kingdom,2021-01-17,6.02,0.67,6.69
United Kingdom,2021-01-18,6.32,0.68,7.0
United Kingdom,2021-01-19,6.83,0.68,7.51
United Kingdom,2021-01-20,7.37,0.69,8.05
United Kingdom,2021-01-21,7.97,0.69,8.67
United Kingdom,2021-01-22,8.68,0.69,9.38
United Kingdom,2021-01-23,9.41,0.7,10.11
United Kingdom,2021-01-24,9.74,0.7,10.43
United Kingdom,2021-01-25,10.15,0.7,10.85
United Kingdom,2021-01-26,10.61,0.7,11.31
United Kingdom,2021-01-27,11.08,0.71,11.78
United Kingdom,2021-01-28,11.69,0.71,12.4
United Kingdom,2021-01-29,12.41,0.71,13.12
United Kingdom,2021-01-30,13.3,0.73,14.03
United Kingdom,2021-01-31,13.77,0.73,14.5
United Kingdom,2021-02-01,14.29,0.74,15.03
United Kingdom,2021-02-02,14.84,0.74,15.58
United Kingdom,2021-02-03,15.54,0.74,16.28
United Kingdom,2021-02-04,16.25,0.75,17.0
United Kingdom,2021-02-05,16.98,0.76,17.74
United Kingdom,2021-02-06,17.8,0.76,18.56
United Kingdom,2021-02-07,18.21,0.76,18.97
United Kingdom,2021-02-08,18.73,0.76,19.5
United Kingdom,2021-02-09,19.34,0.77,20.11
United Kingdom,2021-02-10,20.01,0.78,20.79
United Kingdom,2021-02-11,20.76,0.79,21.54
United Kingdom,2021-02-12,21.56,0.79,22.36
United Kingdom,2021-02-13,22.31,0.8,23.11
United Kingdom,2021-02-14,22.66,0.8,23.46
United Kingdom,2021-02-15,23.07,0.81,23.88
United Kingdom,2021-02-16,23.61,0.83,24.44
United Kingdom,2021-02-17,24.33,0.85,25.18
United Kingdom,2021-02-18,25.0,0.87,25.87
United Kingdom,2021-02-19,25.55,0.9,26.44
United Kingdom,2021-02-20,26.04,0.91,26.96
United Kingdom,2021-02-21,26.25,0.92,27.18
United Kingdom,2021-02-22,26.54,0.95,27.49
United Kingdom,2021-02-23,27.02,0.99,28.01
United Kingdom,2021-02-24,27.69,1.04,28.73
United Kingdom,2021-02-25,28.41,1.09,29.5
United Kingdom,2021-02-26,29.15,1.14,30.29
United Kingdom,2021-02-27,29.76,1.18,30.94
United Kingdom,2021-02-28,30.03,1.21,31.24
United Kingdom,2021-03-01,30.33,1.25,31.59
United Kingdom,2021-03-02,30.67,1.33,31.99
United Kingdom,2021-03-03,31.08,1.43,32.51
United Kingdom,2021-03-04,31.64,1.53,33.17
United Kingdom,2021-03-05,32.29,1.62,33.9
United Kingdom,2021-03-06,32.9,1.66,34.57
United Kingdom,2021-03-07,33.15,1.69,34.84
United Kingdom,2021-03-08,33.47,1.75,35.22
United Kingdom,2021-03-09,33.79,1.86,35.65
United Kingdom,2021-03-10,34.15,2.0,36.15
United Kingdom,2021-03-11,34.54,2.14,36.68
United Kingdom,2021-03-12,35.08,2.27,37.35
United Kingdom,2021-03-13,35.84,2.35,38.19
United Kingdom,2021-03-14,36.22,2.39,38.61
United Kingdom,2021-03-15,36.79,2.46,39.26
United Kingdom,2021-03-16,37.44,2.61,40.04
United Kingdom,2021-03-17,38.12,2.78,40.9
United Kingdom,2021-03-18,38.9,2.98,41.88
United Kingdom,2021-03-19,39.81,3.17,42.98
United Kingdom,2021-03-20,40.93,3.3,44.23
United Kingdom,2021-03-21,41.47,3.38,44.85
United Kingdom,2021-03-22,41.96,3.5,45.46
United Kingdom,2021-03-23,42.44,3.75,46.2
United Kingdom,2021-03-24,42.94,4.11,47.06
United Kingdom,2021-03-25,43.43,4.46,47.88
United Kingdom,2021-03-26,44.03,4.88,48.91
United Kingdom,2021-03-27,44.66,5.23,49.9
United Kingdom,2021-03-28,45.1,5.45,50.55
United Kingdom,2021-03-29,45.45,5.7,51.15
United Kingdom,2021-03-30,45.78,6.11,51.9
United Kingdom,2021-03-31,46.14,6.69,52.82
United Kingdom,2021-04-01,46.39,7.35,53.74
United Kingdom,2021-04-02,46.55,7.71,54.26
United Kingdom,2021-04-03,46.71,7.98,54.69
United Kingdom,2021-04-04,46.78,8.05,54.83
United Kingdom,2021-04-05,46.84,8.14,54.98
United Kingdom,2021-04-06,46.97,8.42,55.39
United Kingdom,2021-04-07,47.12,9.02,56.14
United Kingdom,2021-04-08,47.26,9.69,56.95
United Kingdom,2021-04-09,47.42,10.36,57.77
United Kingdom,2021-04-10,47.58,11.06,58.64
United Kingdom,2021-04-11,47.68,11.34,59.02
United Kingdom,2021-04-12,47.77,11.64,59.41
United Kingdom,2021-04-13,47.88,12.1,59.99
United Kingdom,2021-04-14,48.06,12.61,60.67
United Kingdom,2021-04-15,48.25,13.23,61.48
United Kingdom,2021-04-16,48.45,13.97,62.42
United Kingdom,2021-04-17,48.66,14.71,63.37
United Kingdom,2021-04-18,48.78,15.04,63.82
United Kingdom,2021-04-19,48.93,15.44,64.37
United Kingdom,2021-04-20,49.09,15.96,65.05
United Kingdom,2021-04-21,49.26,16.58,65.84
United Kingdom,2021-04-22,49.46,17.22,66.68
United Kingdom,2021-04-23,49.66,17.91,67.57
United Kingdom,2021-04-24,49.88,18.72,68.6
United Kingdom,2021-04-25,50.0,19.1,69.1
United Kingdom,2021-04-26,50.13,19.56,69.69
United Kingdom,2021-04-27,50.3,20.12,70.42
United Kingdom,2021-04-28,50.5,20.8,71.31
United Kingdom,2021-04-29,50.68,21.53,72.22
United Kingdom,2021-04-30,50.9,22.16,73.06
United Kingdom,2021-05-01,51.11,22.71,73.82
United Kingdom,2021-05-02,51.25,22.96,74.21
United Kingdom,2021-05-03,51.35,23.15,74.51
United Kingdom,2021-05-04,51.54,23.53,75.08
United Kingdom,2021-05-05,51.75,24.13,75.88
United Kingdom,2021-05-06,51.95,24.83,76.78
United Kingdom,2021-05-07,52.15,25.52,77.67
United Kingdom,2021-05-08,52.4,26.17,78.57
United Kingdom,2021-05-09,52.54,26.45,79.0
United Kingdom,2021-05-10,52.72,26.79,79.51
United Kingdom,2021-05-11,52.92,27.31,80.23
United Kingdom,2021-05-12,53.19,27.98,81.17
United Kingdom,2021-05-13,53.5,28.62,82.12
United Kingdom,2021-05-14,53.82,29.2,83.02
United Kingdom,2021-05-15,54.18,29.78,83.95
United Kingdom,2021-05-16,54.37,30.05,84.42
United Kingdom,2021-05-17,54.53,30.44,84.96
United Kingdom,2021-05-18,54.79,30.92,85.7
United Kingdom,2021-05-19,55.18,31.46,86.64
United Kingdom,2021-05-20,55.58,32.08,87.66
United Kingdom,2021-05-21,55.9,32.72,88.62
United Kingdom,2021-05-22,56.21,33.54,89.75
United Kingdom,2021-05-23,56.39,33.91,90.31
United Kingdom,2021-05-24,56.57,34.41,90.98
United Kingdom,2021-05-25,56.85,34.98,91.83
United Kingdom,2021-05-26,57.2,35.62,92.82
United Kingdom,2021-05-27,57.58,36.26,93.84
United Kingdom,2021-05-28,57.88,36.9,94.79
United Kingdom,2021-05-29,58.15,37.53,95.68
United Kingdom,2021-05-30,58.34,37.83,96.17
United Kingdom,2021-05-31,58.48,38.12,96.6
United Kingdom,2021-06-01,58.64,38.62,97.26
United Kingdom,2021-06-02,58.89,39.14,98.03
United Kingdom,2021-06-03,59.18,39.7,98.88
United Kingdom,2021-06-04,59.44,40.27,99.72
United Kingdom,2021-06-05,59.75,40.97,100.72
United Kingdom,2021-06-06,59.93,41.36,101.29
United Kingdom,2021-06-07,60.1,41.81,101.91
United Kingdom,2021-06-08,60.3,42.28,102.58
United Kingdom,2021-06-09,60.57,42.75,103.31
United Kingdom,2021-06-10,60.86,43.2,104.07
United Kingdom,2021-06-11,61.17,43.66,104.83
United Kingdom,2021-06-12,61.55,44.13,105.68
United Kingdom,2021-06-13,61.77,44.4,106.17
United Kingdom,2021-06-14,61.96,44.75,106.71
United Kingdom,2021-06-15,62.25,45.09,107.34
United Kingdom,2021-06-16,62.53,45.44,107.97
United Kingdom,2021-06-17,62.9,45.77,108.67
United Kingdom,2021-06-18,63.23,46.07,109.3
United Kingdom,2021-06-19,63.64,46.42,110.07
United Kingdom,2021-06-20,63.88,46.59,110.47
United Kingdom,2021-06-21,63.92,46.64,110.56
United Kingdom,2021-06-22,64.36,47.02,111.38
United Kingdom,2021-06-23,64.67,47.27,111.93
United Kingdom,2021-06-24,65.0,47.53,112.52
United Kingdom,2021-06-25,65.3,47.79,113.08
United Kingdom,2021-06-26,65.64,48.08,113.73
United Kingdom,2021-06-27,65.85,48.27,114.12
United Kingdom,2021-06-28,66.04,48.47,114.51
United Kingdom,2021-06-29,66.24,48.69,114.94
United Kingdom,2021-06-30,66.45,48.95,115.41
United Kingdom,2021-07-01,66.68,49.24,115.92
United Kingdom,2021-07-02,66.86,49.5,116.36
United Kingdom,2021-07-03,67.06,49.79,116.86
United Kingdom,2021-07-04,67.18,49.96,117.14
United Kingdom,2021-07-05,67.29,50.18,117.47
United Kingdom,2021-07-06,67.42,50.4,117.82
United Kingdom,2021-07-07,67.55,50.66,118.21
United Kingdom,2021-07-08,67.69,50.92,118.61
United Kingdom,2021-07-09,67.83,51.18,119.01
United Kingdom,2021-07-10,67.96,51.5,119.46
United Kingdom,2021-07-11,68.03,51.66,119.68
United Kingdom,2021-07-12,68.11,51.84,119.95
United Kingdom,2021-07-13,68.19,52.08,120.27
United Kingdom,2021-07-14,68.28,52.35,120.63
United Kingdom,2021-07-15,68.37,52.65,121.02
United Kingdom,2021-07-16,68.48,52.95,121.43
United Kingdom,2021-07-17,68.58,53.28,121.86
United Kingdom,2021-07-18,68.6,53.47,122.08
United Kingdom,2021-07-19,68.66,53.69,122.34
